ID,loan_purpose,borrower_employment_length,borrower_age,borrower_home_ownership,borrower_income,loan_rating,loan_amount,loan_rate,loan_status,loan_to_income_percent,cb_person_default_on_file,cb_person_cred_hist_length,rem_term
314,VENTURE,0,26,RENT,170000,B,13000,12.42,0,0.08,N,3,60
315,MEDICAL,0,24,RENT,83300,D,25000,13.85,1,0.26,N,2,60
316,HOMEIMPROVEMENT,7,24,RENT,110000,D,25000,15.7,0,0.23,Y,2,60
317,HOMEIMPROVEMENT,7,22,OWN,15360,B,2500,12.53,1,0.16,N,3,36
318,MEDICAL,3,25,RENT,134300,D,5000,16.49,1,0.03,N,2,60
319,EDUCATION,2,25,MORTGAGE,170000,A,20000,7.49,0,0.12,N,2,36
320,DEBTCONSOLIDATION,6,22,RENT,100580,D,25000,14.96,1,0.25,Y,2,36
321,MEDICAL,7,25,RENT,113000,C,25000,12.73,0,0.22,Y,4,36
322,EDUCATION,8,24,RENT,120000,B,25000,10.65,0,0.21,N,4,60
323,MEDICAL,6,25,RENT,120000,B,25000,10.74,0,0.21,N,2,36
324,EDUCATION,7,23,RENT,120000,B,25000,9.99,0,0.21,N,2,36
325,MEDICAL,5,24,RENT,91800,D,25000,15.33,1,0.23,Y,2,36
326,VENTURE,5,21,OWN,15600,A,1000,7.29,0,0.06,N,4,36
327,PERSONAL,2,26,RENT,108000,D,25000,15.05,1,0.23,N,3,36
328,PERSONAL,6,26,RENT,129996,B,25000,10.75,0,0.19,N,3,36
329,EDUCATION,4,23,RENT,130000,D,25000,16.02,0,0.19,Y,2,36
330,VENTURE,7,23,RENT,130000,B,25000,11.49,0,0.19,N,4,36
331,EDUCATION,4,25,OWN,170000,B,20000,12.53,0,0.12,N,4,36
332,VENTURE,0,26,MORTGAGE,170000,C,12000,13.57,0,0.07,Y,2,36
333,PERSONAL,1,22,RENT,169000,B,14000,11.14,0,0.08,N,3,36
334,MEDICAL,10,26,RENT,168750,C,24250,12.87,0,0.14,Y,3,60
335,EDUCATION,3,23,RENT,168600,B,20000,11.58,0,0.12,N,3,60
336,HOMEIMPROVEMENT,5,24,RENT,168288,B,1800,11.12,0,0.01,N,3,36
337,PERSONAL,2,25,MORTGAGE,168000,B,35000,10.65,0,0.21,N,2,60
338,DEBTCONSOLIDATION,6,24,RENT,133300,B,25000,10.37,0,0.19,N,2,36
339,HOMEIMPROVEMENT,5,24,OWN,15600,A,3300,6.39,1,0.21,N,4,36
340,PERSONAL,8,24,RENT,134000,D,25000,16.07,0,0.19,Y,3,60
341,MEDICAL,7,25,RENT,134000,B,25000,10.62,0,0.19,N,2,60
342,VENTURE,0,25,OWN,15600,F,3200,18.09,1,0.21,N,2,60
343,EDUCATION,5,25,RENT,135000,B,25000,11.36,0,0.19,N,4,36
344,DEBTCONSOLIDATION,10,26,RENT,135660,B,25000,12.53,0,0.18,N,4,36
345,EDUCATION,0,25,RENT,145000,B,25000,9.99,0,0.17,N,4,60
346,EDUCATION,4,23,RENT,150000,B,25000,10.36,0,0.17,N,3,60
347,EDUCATION,3,23,MORTGAGE,165000,A,9600,5.99,0,0.06,N,3,36
348,DEBTCONSOLIDATION,5,22,MORTGAGE,153000,D,24000,15.62,1,0.16,Y,2,36
349,PERSONAL,5,24,MORTGAGE,165000,B,20000,10.37,0,0.12,N,4,36
350,HOMEIMPROVEMENT,0,25,MORTGAGE,165000,F,25000,19.74,0,0.15,N,4,60
351,EDUCATION,5,21,MORTGAGE,165000,A,20000,6.91,0,0.12,N,4,36
352,MEDICAL,7,23,OWN,16000,A,6000,7.9,1,0.38,N,2,36
353,DEBTCONSOLIDATION,3,23,MORTGAGE,16000,C,2275,13.06,0,0.14,Y,4,60
354,PERSONAL,7,23,OWN,16000,A,2000,6.39,0,0.13,N,3,36
355,DEBTCONSOLIDATION,1,23,RENT,148000,E,25000,14.93,1,0.17,N,3,36
356,MEDICAL,1,23,MORTGAGE,16000,C,5600,12.84,1,0.35,N,4,36
357,VENTURE,3,24,OWN,16020,E,3625,17.14,1,0.23,Y,2,36
358,VENTURE,2,22,MORTGAGE,16094,A,5500,7.14,1,0.34,N,3,36
359,PERSONAL,2,25,RENT,175000,A,25000,8.9,0,0.14,N,2,60
360,PERSONAL,6,22,OWN,16200,B,2000,12.42,0,0.12,N,3,36
361,HOMEIMPROVEMENT,7,24,RENT,185000,C,25000,12.68,0,0.14,Y,2,36
362,PERSONAL,9,25,RENT,162000,C,25000,11.03,0,0.15,N,2,36
363,VENTURE,10,26,RENT,161000,A,30000,7.9,0,0.19,N,4,36
364,MEDICAL,0,22,MORTGAGE,160000,B,35000,10.65,0,0.22,N,4,36
365,VENTURE,5,25,RENT,225000,B,25000,11.86,0,0.11,N,4,60
366,PERSONAL,1,25,OWN,16400,A,5000,8.94,1,0.3,N,4,36
367,VENTURE,6,23,OWN,16500,B,4375,9.63,1,0.27,N,4,60
368,PERSONAL,6,25,RENT,49500,C,24750,14.22,1,0.5,N,3,36
369,DEBTCONSOLIDATION,4,23,RENT,60000,B,24750,9.33,1,0.41,N,3,36
370,MEDICAL,8,24,RENT,84200,C,24500,13.85,0,0.29,N,4,60
371,EDUCATION,5,22,MORTGAGE,16800,B,2000,10.65,0,0.12,N,2,36
372,MEDICAL,8,24,RENT,92000,B,24500,11.46,0,0.27,N,4,36
373,PERSONAL,5,23,MORTGAGE,160000,A,35000,7.66,0,0.22,N,2,60
374,VENTURE,9,24,MORTGAGE,160000,E,12000,16.77,0,0.07,N,4,36
375,PERSONAL,1,25,MORTGAGE,160000,B,12000,9.63,0,0.07,N,4,36
376,PERSONAL,6,26,RENT,160000,C,25000,12.23,0,0.16,Y,4,60
377,MEDICAL,0,25,MORTGAGE,125800,D,10000,14.09,1,0.07,N,4,36
378,PERSONAL,2,25,RENT,54000,C,24250,13.98,1,0.45,N,4,36
379,EDUCATION,1,23,RENT,62500,B,24250,10.62,1,0.39,N,4,60
380,DEBTCONSOLIDATION,,24,MORTGAGE,16800,A,3900,13.49,1,0.23,N,3,36
381,PERSONAL,9,25,RENT,68400,E,24250,17.56,1,0.35,N,4,36
382,MEDICAL,1,26,RENT,56045,D,24250,14.96,1,0.37,N,2,36
383,DEBTCONSOLIDATION,7,22,RENT,74000,D,24250,15.65,1,0.33,Y,2,36
384,MEDICAL,9,24,RENT,65453,D,24250,15.7,1,0.31,N,2,60
385,VENTURE,1,24,RENT,89908,B,24250,12.53,0,0.27,N,3,36
386,HOMEIMPROVEMENT,0,26,RENT,78000,E,24250,17.56,1,0.31,Y,3,36
387,PERSONAL,0,23,RENT,100000,C,24250,12.87,0,0.24,Y,2,36
388,PERSONAL,6,23,RENT,103000,D,24250,15.7,0,0.24,N,2,60
389,EDUCATION,2,25,MORTGAGE,160000,A,9000,7.51,0,0.06,N,3,36
390,VENTURE,5,25,OWN,160000,B,15000,11.14,0,0.09,N,4,36
391,VENTURE,3,24,MORTGAGE,160000,D,20000,16,0,0.13,N,3,36
392,EDUCATION,2,23,MORTGAGE,160000,D,25000,15.65,0,0.16,Y,2,36
393,DEBTCONSOLIDATION,0,26,MORTGAGE,160000,C,13750,18.39,0,0.09,N,4,36
394,VENTURE,3,21,MORTGAGE,160000,D,15250,15.31,0,0.1,Y,4,36
395,VENTURE,3,25,MORTGAGE,160000,C,20000,13.47,0,0.13,Y,2,36
396,HOMEIMPROVEMENT,0,22,MORTGAGE,16800,C,4750,13.85,1,0.28,Y,2,36
397,PERSONAL,9,25,RENT,111996,D,24250,14.54,0,0.22,N,3,36
398,VENTURE,0,21,MORTGAGE,16800,B,6000,10.39,1,0.36,N,4,36
399,HOMEIMPROVEMENT,0,25,RENT,115200,B,24250,11.36,0,0.21,N,2,36
400,EDUCATION,0,23,RENT,144000,B,24250,11.83,0,0.17,N,3,60
401,EDUCATION,3,23,RENT,287000,B,24250,12.53,0,0.08,N,3,36
402,HOMEIMPROVEMENT,1,22,RENT,108000,D,24150,14.96,1,0.22,Y,3,36
403,DEBTCONSOLIDATION,7,22,RENT,43000,C,24000,13.85,1,0.56,Y,3,36
404,VENTURE,1,23,RENT,47004,B,24000,11.58,1,0.51,N,4,36
405,VENTURE,4,24,RENT,48000,D,24000,16.29,1,0.5,Y,2,36
406,MEDICAL,4,26,RENT,48000,A,24000,16.89,1,0.5,N,3,36
407,EDUCATION,2,21,RENT,44964,D,24000,16.29,1,0.53,Y,2,36
408,PERSONAL,,25,RENT,52000,B,24000,10.74,1,0.46,N,2,60
409,EDUCATION,,22,MORTGAGE,17352,C,2250,15.27,0,0.13,Y,3,60
410,PERSONAL,3,24,RENT,47000,F,24000,17.8,1,0.51,N,2,60
411,VENTURE,6,22,MORTGAGE,17400,B,1000,11.36,0,0.06,N,2,60
412,MEDICAL,2,22,RENT,49000,E,24000,17.56,1,0.49,N,4,60
413,PERSONAL,0,26,RENT,60000,A,24000,7.9,1,0.4,N,4,36
414,PERSONAL,3,25,RENT,60000,B,24000,10.99,1,0.4,N,4,36
415,PERSONAL,0,22,RENT,60000,A,24000,7.29,1,0.4,N,3,36
416,MEDICAL,5,21,RENT,60000,B,24000,10.75,1,0.4,N,2,36
417,DEBTCONSOLIDATION,9,26,RENT,62004,A,24000,7.9,1,0.39,N,3,36
418,EDUCATION,3,22,RENT,62400,D,24000,14.84,1,0.38,N,2,36
419,DEBTCONSOLIDATION,10,26,RENT,65000,A,24000,17.99,1,0.37,N,2,60
420,EDUCATION,6,22,MORTGAGE,17760,C,4975,12.69,1,0.28,Y,3,36
421,DEBTCONSOLIDATION,5,23,RENT,59000,E,24000,19.69,1,0.41,Y,2,60
422,VENTURE,6,23,RENT,66000,A,24000,7.88,1,0.36,N,4,36
423,VENTURE,0,24,RENT,60000,D,24000,14.96,1,0.4,N,4,36
424,EDUCATION,9,25,RENT,66143,A,24000,6.99,1,0.36,N,3,60
425,PERSONAL,3,22,RENT,62250,E,24000,16.45,1,0.39,Y,4,36
426,EDUCATION,8,24,RENT,70000,B,24000,10.99,1,0.34,N,4,60
427,DEBTCONSOLIDATION,7,23,RENT,74000,B,24000,10.99,1,0.32,N,2,60
428,PERSONAL,3,22,OWN,18000,A,3000,7.9,1,0.17,N,4,36
429,EDUCATION,6,22,RENT,75000,B,24000,12.69,1,0.32,N,4,36
430,MEDICAL,9,24,RENT,75000,B,24000,10.37,1,0.32,N,3,60
431,HOMEIMPROVEMENT,7,24,RENT,75000,C,24000,19.41,1,0.32,N,3,60
432,DEBTCONSOLIDATION,0,26,RENT,69000,F,24000,15.83,1,0.35,N,3,36
433,PERSONAL,4,23,RENT,78000,C,24000,13.92,1,0.31,N,3,36
434,VENTURE,,22,OWN,18000,B,2000,11.49,0,0.11,N,3,36
435,MEDICAL,2,24,RENT,80000,B,24000,10.25,0,0.3,N,2,60
436,HOMEIMPROVEMENT,1,22,OWN,18000,A,3500,7.49,1,0.19,N,4,36
437,EDUCATION,3,23,OWN,18000,A,4000,5.99,1,0.22,N,2,36
438,PERSONAL,6,23,RENT,74700,D,24000,12.92,1,0.32,N,2,36
439,PERSONAL,3,26,RENT,88596,B,24000,11.58,0,0.27,N,3,36
440,EDUCATION,4,25,RENT,95000,A,24000,8.9,0,0.25,N,2,60
441,DEBTCONSOLIDATION,6,22,RENT,83000,E,24000,19.69,1,0.29,N,3,36
442,VENTURE,9,25,RENT,95000,A,24000,6.54,0,0.25,N,4,36
443,HOMEIMPROVEMENT,3,21,OWN,18000,D,4900,14.54,1,0.27,Y,4,36
444,EDUCATION,,21,OWN,18000,B,5000,11.11,1,0.28,N,2,36
445,PERSONAL,5,26,RENT,100000,C,24000,12.73,0,0.24,N,4,60
446,VENTURE,7,24,RENT,110000,D,24000,15.62,0,0.22,N,4,36
447,HOMEIMPROVEMENT,0,24,OWN,18000,A,6250,6.54,1,0.35,N,4,60
448,DEBTCONSOLIDATION,7,22,RENT,98000,F,24000,10.38,1,0.24,Y,2,60
449,DEBTCONSOLIDATION,6,26,RENT,103872,G,24000,20.03,1,0.23,N,4,36
450,EDUCATION,4,22,RENT,120000,B,24000,9.91,0,0.2,N,4,36
451,VENTURE,1,24,RENT,120000,B,24000,12.69,0,0.2,N,4,60
452,EDUCATION,9,26,RENT,108000,G,24000,20.16,1,0.22,N,3,60
453,PERSONAL,4,24,RENT,124080,D,24000,16.49,0,0.19,Y,4,36
454,MEDICAL,1,23,MORTGAGE,18000,D,2500,15.95,1,0.14,N,2,60
455,DEBTCONSOLIDATION,7,24,RENT,130000,B,24000,11.49,0,0.18,N,3,60
456,PERSONAL,8,25,RENT,135000,B,24000,10.99,0,0.18,N,2,60
457,HOMEIMPROVEMENT,4,24,RENT,135000,C,24000,13.79,0,0.18,N,2,36
458,MEDICAL,2,23,RENT,114750,G,24000,20.03,1,0.18,Y,3,60
459,EDUCATION,0,23,RENT,150000,A,24000,7.49,0,0.16,N,4,36
460,DEBTCONSOLIDATION,7,23,RENT,138000,D,24000,16,1,0.17,Y,2,36
461,PERSONAL,6,24,OWN,18000,A,13000,7.88,1,0.72,N,3,36
462,VENTURE,0,21,OWN,18000,B,6250,10.62,1,0.35,N,4,36
463,DEBTCONSOLIDATION,7,26,RENT,155000,B,24000,10.99,0,0.15,N,4,36
464,EDUCATION,1,26,RENT,148000,F,24000,18.3,1,0.16,N,2,36
465,DEBTCONSOLIDATION,3,26,RENT,170000,C,24000,15.33,0,0.14,Y,2,36
466,PERSONAL,1,21,OWN,18000,B,2500,11.36,0,0.14,N,3,60
467,HOMEIMPROVEMENT,8,24,RENT,43896,B,23975,16.45,1,0.55,N,2,36
468,MEDICAL,4,23,RENT,120000,C,23750,13.47,0,0.2,N,2,60
469,PERSONAL,2,24,RENT,54996,B,23600,11.89,1,0.43,N,3,60
470,DEBTCONSOLIDATION,0,24,MORTGAGE,18000,B,10000,12.18,1,0.56,N,2,60
471,DEBTCONSOLIDATION,9,25,RENT,102000,C,23600,13.49,0,0.23,N,4,60
472,PERSONAL,3,23,RENT,75000,E,23575,14.5,1,0.31,N,4,60
473,MEDICAL,2,22,OWN,18000,C,4000,7.49,1,0.22,N,2,60
474,MEDICAL,1,22,OWN,18000,D,5400,15.31,1,0.3,Y,2,36
475,MEDICAL,1,25,MORTGAGE,18000,B,4000,12.69,1,0.22,N,3,60
476,VENTURE,5,21,OWN,18000,B,3375,6.62,1,0.19,N,2,60
477,VENTURE,1,22,RENT,66960,A,23400,7.49,1,0.35,N,2,36
478,PERSONAL,7,22,RENT,43385,C,23000,18.62,1,0.53,N,3,36
479,EDUCATION,3,25,RENT,56544,B,23000,15.23,1,0.41,N,2,36
480,VENTURE,2,23,RENT,60000,B,23000,12.18,1,0.38,N,4,36
481,VENTURE,3,24,MORTGAGE,18000,C,1200,11.34,0,0.07,Y,4,36
482,EDUCATION,9,25,RENT,63208,B,23000,9.91,1,0.36,N,3,36
483,HOMEIMPROVEMENT,0,24,RENT,65000,B,23000,11.99,1,0.35,N,4,36
484,EDUCATION,7,23,RENT,68000,B,23000,9.62,1,0.34,N,2,36
485,DEBTCONSOLIDATION,1,22,OWN,18000,B,3000,9.96,1,0.17,N,3,36
486,VENTURE,9,25,RENT,80000,C,23000,10.65,0,0.29,N,2,36
487,VENTURE,1,24,RENT,88000,D,23000,14.54,1,0.26,N,2,60
488,MEDICAL,5,22,RENT,58600,B,22750,11.36,1,0.39,N,4,60
489,DEBTCONSOLIDATION,7,23,RENT,70000,C,22500,14.27,1,0.32,N,2,60
490,HOMEIMPROVEMENT,3,24,OWN,18287,B,3000,11.99,1,0.16,N,3,36
491,EDUCATION,2,26,RENT,69846,F,22500,18.99,1,0.32,Y,2,36
492,VENTURE,0,24,RENT,73000,E,22400,16.7,1,0.31,Y,4,60
493,PERSONAL,8,24,MORTGAGE,18500,A,5000,9.32,1,0.27,N,3,36
494,DEBTCONSOLIDATION,2,23,RENT,35000,B,22250,12.69,1,0.64,N,3,36
495,HOMEIMPROVEMENT,9,25,RENT,43000,C,22000,13.11,1,0.51,N,2,36
496,PERSONAL,4,25,RENT,52000,B,22000,10.74,1,0.42,N,2,60
497,PERSONAL,0,21,MORTGAGE,18701,D,4200,14.11,1,0.22,Y,4,36
498,EDUCATION,6,22,RENT,57000,B,22000,9.63,1,0.39,N,3,36
499,MEDICAL,0,25,RENT,58000,C,22000,14.65,1,0.38,N,2,36
500,DEBTCONSOLIDATION,6,23,RENT,60000,B,22000,10.25,1,0.37,N,4,60
501,VENTURE,3,24,RENT,60000,C,22000,14.26,1,0.37,Y,2,36
502,EDUCATION,5,25,MORTGAGE,18840,B,3000,9.91,1,0.16,N,2,36
503,MEDICAL,7,26,RENT,56000,E,22000,17.19,1,0.39,N,3,60
504,EDUCATION,3,22,RENT,70000,B,22000,11.36,1,0.31,N,4,36
505,EDUCATION,1,22,RENT,66000,F,22000,7.9,1,0.33,N,2,60
506,DEBTCONSOLIDATION,3,23,RENT,74064,B,22000,10.59,0,0.3,N,3,36
507,EDUCATION,5,24,RENT,76597,B,22000,9.25,0,0.29,N,2,36
508,MEDICAL,6,22,OWN,19000,A,3625,8.49,1,0.19,N,3,36
509,VENTURE,0,26,RENT,77000,A,22000,6.54,0,0.29,N,3,36
510,MEDICAL,5,21,OWN,19000,A,6000,8.49,1,0.32,N,3,36
511,MEDICAL,0,24,RENT,80000,A,22000,15.96,0,0.28,N,4,36
512,VENTURE,10,26,RENT,82600,B,22000,12.69,0,0.27,N,2,36
513,MEDICAL,3,24,OWN,19000,C,7400,13.85,1,0.39,N,2,36
514,DEBTCONSOLIDATION,3,25,OWN,19000,A,4000,7.4,1,0.21,N,3,60
515,DEBTCONSOLIDATION,3,23,RENT,84000,B,22000,11.71,0,0.26,N,4,36
516,PERSONAL,8,25,RENT,77650,B,22000,11.48,1,0.28,N,3,36
517,EDUCATION,1,25,RENT,82000,E,22000,17.51,1,0.27,N,2,36
518,DEBTCONSOLIDATION,0,21,MORTGAGE,19012,D,3500,14.61,1,0.18,N,3,60
519,DEBTCONSOLIDATION,3,23,RENT,99996,A,22000,7.88,0,0.22,N,4,36
520,PERSONAL,0,23,RENT,110000,B,22000,11.48,0,0.2,N,3,36
521,PERSONAL,6,22,MORTGAGE,19200,B,4950,11.71,1,0.26,N,2,36
522,PERSONAL,4,25,RENT,57000,B,21700,11.99,1,0.38,N,2,36
523,VENTURE,5,24,RENT,54000,C,21600,13.49,1,0.4,N,2,36
524,MEDICAL,8,23,RENT,56000,G,21600,21.21,1,0.39,Y,4,36
525,DEBTCONSOLIDATION,2,26,RENT,63000,C,21600,14.35,1,0.34,Y,3,60
526,PERSONAL,3,22,RENT,82000,C,21600,13.61,0,0.26,Y,3,60
527,DEBTCONSOLIDATION,6,22,RENT,78000,B,21600,11.26,1,0.28,N,3,36
528,VENTURE,0,22,OWN,19200,B,2400,10.59,0,0.13,N,3,60
529,MEDICAL,8,24,RENT,112140,A,21600,7.9,0,0.19,N,2,36
530,HOMEIMPROVEMENT,,24,MORTGAGE,19200,A,7000,5.99,1,0.36,N,4,36
531,EDUCATION,4,25,OWN,19200,B,3000,11.99,1,0.16,N,4,36
532,MEDICAL,5,24,RENT,59000,D,21500,16.89,1,0.36,N,3,60
533,HOMEIMPROVEMENT,5,24,RENT,70000,B,21500,9.99,1,0.31,N,3,60
534,EDUCATION,5,24,RENT,116000,D,21500,15.33,0,0.19,Y,3,36
535,EDUCATION,5,25,RENT,60000,A,21450,7.29,1,0.36,N,4,36
536,DEBTCONSOLIDATION,5,22,RENT,31000,B,21250,12.42,1,0.69,N,3,60
537,VENTURE,5,25,RENT,47052,B,21250,10.99,1,0.45,N,2,36
538,VENTURE,9,25,RENT,51060,A,21250,6.91,1,0.42,N,2,36
539,DEBTCONSOLIDATION,6,22,MORTGAGE,19200,C,5000,14.17,1,0.26,Y,2,36
540,MEDICAL,3,22,RENT,53000,B,21250,10.25,1,0.4,N,3,60
541,EDUCATION,0,26,OWN,19200,B,9250,7.29,1,0.48,N,2,60
542,VENTURE,8,24,RENT,56000,D,21250,15.95,1,0.38,Y,3,36
543,EDUCATION,4,24,RENT,65000,D,21250,15.95,1,0.33,Y,4,36
544,VENTURE,3,21,RENT,35000,B,21000,12.53,1,0.6,N,4,36
545,HOMEIMPROVEMENT,6,22,MORTGAGE,19200,D,1400,14.91,1,0.07,Y,4,36
546,MEDICAL,7,23,MORTGAGE,19200,A,3000,5.99,1,0.16,N,4,60
547,MEDICAL,3,26,RENT,40000,A,21000,6.54,1,0.53,N,4,60
548,VENTURE,2,25,OWN,19200,B,1000,11.58,0,0.05,N,3,36
549,MEDICAL,0,26,RENT,42000,F,21000,17.26,1,0.5,Y,4,36
550,MEDICAL,2,23,RENT,63000,B,21000,11.36,1,0.33,N,2,60
551,VENTURE,5,26,MORTGAGE,19200,A,4000,7.51,1,0.21,N,4,36
552,PERSONAL,2,22,RENT,59000,B,21000,10.71,1,0.36,N,3,36
553,PERSONAL,3,22,RENT,70500,C,21000,13.98,0,0.3,Y,4,60
554,DEBTCONSOLIDATION,11,26,RENT,65219,D,21000,14.09,1,0.32,N,3,36
555,EDUCATION,2,22,RENT,75000,B,21000,10,0,0.28,N,3,36
556,MEDICAL,3,22,MORTGAGE,19200,D,5000,15.33,1,0.26,N,3,36
557,MEDICAL,9,25,RENT,62047,E,21000,16.32,1,0.29,Y,4,36
558,HOMEIMPROVEMENT,8,24,RENT,79000,A,21000,7.9,0,0.27,N,2,60
559,MEDICAL,3,23,RENT,80000,B,21000,11.99,0,0.26,N,3,60
560,MEDICAL,8,24,RENT,84000,B,21000,10.75,0,0.25,N,4,36
561,HOMEIMPROVEMENT,3,26,RENT,85000,C,21000,13.92,0,0.25,N,3,36
562,EDUCATION,1,22,RENT,93000,B,21000,9.91,0,0.23,N,3,36
563,EDUCATION,10,26,RENT,81000,E,21000,16.95,1,0.26,Y,3,60
564,EDUCATION,1,26,RENT,97000,A,21000,7.9,0,0.22,N,3,60
565,EDUCATION,3,26,RENT,97000,C,21000,15.7,0,0.22,Y,3,60
566,PERSONAL,2,25,RENT,100000,D,21000,16.49,1,0.21,Y,3,36
567,PERSONAL,0,26,OTHER,19200,C,7500,11.97,1,0.39,Y,2,36
568,DEBTCONSOLIDATION,,21,MORTGAGE,19253,A,6250,6.17,1,0.32,N,3,36
569,HOMEIMPROVEMENT,5,26,RENT,125000,A,21000,8.9,0,0.17,N,2,60
570,EDUCATION,9,25,RENT,125000,C,21000,12.99,0,0.17,Y,3,36
571,PERSONAL,2,23,RENT,82000,B,20900,12.69,0,0.25,N,2,60
572,EDUCATION,0,21,MORTGAGE,19500,B,15000,9.64,1,0.77,N,2,36
573,VENTURE,7,26,RENT,50000,A,20500,7.49,1,0.41,N,3,36
574,EDUCATION,2,23,RENT,70000,C,20500,13.16,0,0.29,Y,3,36
575,EDUCATION,1,22,OWN,19800,A,2100,8.38,0,0.11,N,4,36
576,EDUCATION,2,123,RENT,80004,B,20400,10.25,0,0.25,N,3,36
577,PERSONAL,7,23,RENT,54000,A,20375,7.49,1,0.38,N,2,36
578,EDUCATION,10,26,RENT,26000,B,20050,9.76,1,0.77,N,2,60
579,DEBTCONSOLIDATION,1,24,RENT,33000,B,20000,10.99,1,0.61,N,3,36
580,PERSONAL,0,23,OWN,20000,B,5000,11.71,0,0.25,N,4,36
581,PERSONAL,6,22,OWN,20000,B,9250,10.65,0,0.46,N,4,36
582,MEDICAL,1,24,RENT,35364,B,20000,12.53,1,0.57,N,4,36
583,MEDICAL,4,25,RENT,38000,D,20000,14.59,1,0.53,N,4,36
584,DEBTCONSOLIDATION,3,23,RENT,32000,D,20000,12.61,1,0.63,N,4,60
585,MEDICAL,6,25,RENT,38004,C,20000,13.11,1,0.53,N,2,36
586,MEDICAL,2,23,MORTGAGE,20000,B,6400,10.65,0,0.32,N,4,60
587,PERSONAL,9,25,RENT,38556,C,20000,11.22,1,0.52,Y,4,36
588,EDUCATION,1,23,RENT,32900,D,20000,16,1,0.61,N,2,36
589,HOMEIMPROVEMENT,10,25,RENT,34000,B,20000,8.88,1,0.59,N,4,36
590,PERSONAL,4,24,RENT,40000,B,20000,12.53,1,0.5,N,3,36
591,MEDICAL,5,21,RENT,36000,D,20000,15.99,1,0.56,Y,2,60
592,MEDICAL,5,26,MORTGAGE,20000,A,4800,5.99,0,0.24,N,3,36
593,EDUCATION,2,25,RENT,42000,C,20000,13.47,1,0.48,N,4,60
594,VENTURE,7,22,RENT,42224,A,20000,6.99,1,0.47,N,4,60
595,PERSONAL,0,25,OWN,20000,D,5650,15.99,0,0.28,Y,2,36
596,EDUCATION,7,23,MORTGAGE,20000,C,3625,14.84,0,0.18,Y,3,36
597,DEBTCONSOLIDATION,6,22,RENT,37212,E,20000,16.69,1,0.54,N,3,36
598,MEDICAL,9,25,RENT,38000,B,20000,11.11,1,0.53,N,4,60
599,EDUCATION,0,22,RENT,45000,A,20000,7.9,1,0.44,N,4,36
600,PERSONAL,4,23,RENT,45000,B,20000,10.25,1,0.44,N,2,36
601,MEDICAL,8,24,RENT,45000,E,20000,10.99,1,0.44,N,2,36
602,MEDICAL,7,23,OWN,20000,A,1200,7.49,0,0.06,N,3,60
603,DEBTCONSOLIDATION,1,22,RENT,45000,C,20000,13.92,1,0.44,Y,3,36
604,MEDICAL,5,24,RENT,39000,D,20000,14.74,1,0.51,N,2,36
605,EDUCATION,5,24,RENT,46500,B,20000,10.62,1,0.43,N,2,36
606,VENTURE,7,22,RENT,48000,B,20000,10.65,1,0.42,N,3,60
607,PERSONAL,1,22,RENT,42000,D,20000,12.99,1,0.48,N,3,60
608,VENTURE,1,22,RENT,48500,B,20000,11.36,1,0.41,N,4,36
609,EDUCATION,3,22,OWN,20000,A,7500,5.79,0,0.38,N,4,36
610,EDUCATION,0,23,RENT,49400,A,20000,6.54,1,0.4,N,4,60
611,VENTURE,1,25,MORTGAGE,20000,A,4000,5.79,0,0.2,N,2,36
612,DEBTCONSOLIDATION,10,25,RENT,50000,A,20000,7.49,1,0.4,N,3,36
613,EDUCATION,9,25,RENT,50000,C,20000,13.43,1,0.4,N,2,36
614,DEBTCONSOLIDATION,6,22,RENT,50000,C,20000,13.22,1,0.4,N,2,36
615,VENTURE,1,22,OWN,20000,C,5000,14.72,0,0.25,N,3,60
616,EDUCATION,2,22,RENT,44000,E,20000,15.68,1,0.45,N,4,36
617,MEDICAL,6,24,RENT,50866,B,20000,14.42,1,0.39,N,3,36
618,HOMEIMPROVEMENT,5,25,RENT,50950,B,20000,11.48,1,0.39,N,3,36
619,VENTURE,8,24,RENT,51000,B,20000,10.38,1,0.39,N,3,60
620,EDUCATION,5,22,RENT,51000,B,20000,12.53,1,0.39,N,3,60
621,EDUCATION,0,22,RENT,51000,C,20000,13.47,1,0.39,N,2,36
622,VENTURE,6,24,RENT,51500,B,20000,12.21,1,0.39,N,4,36
623,VENTURE,9,25,RENT,51996,B,20000,10.99,1,0.38,N,3,36
624,EDUCATION,1,25,RENT,52000,B,20000,11.36,1,0.38,N,4,36
625,DEBTCONSOLIDATION,2,22,RENT,46000,D,20000,16,1,0.43,Y,4,36
626,PERSONAL,1,26,MORTGAGE,20000,A,1500,7.74,0,0.07,N,3,36
627,EDUCATION,8,24,RENT,52000,D,20000,15.65,1,0.38,Y,2,36
628,DEBTCONSOLIDATION,9,25,RENT,46000,C,20000,11.78,1,0.43,Y,2,36
629,HOMEIMPROVEMENT,9,24,RENT,52559,B,20000,6.99,1,0.38,N,3,36
630,MEDICAL,5,22,RENT,47000,D,20000,16.77,1,0.43,N,3,36
631,EDUCATION,2,22,RENT,54000,B,20000,9.91,1,0.37,N,4,36
632,MEDICAL,7,23,RENT,48000,D,20000,15.65,1,0.42,N,4,60
633,MEDICAL,0,23,RENT,48000,D,20000,14.96,1,0.42,N,3,36
634,VENTURE,1,23,RENT,54000,B,20000,11.83,1,0.37,N,4,60
